qid,query,type
2307,Which country Nathalie Santer-Bjørndalen's husband is from?,compositional
2308,What is the place of birth of the performer of song Heaven (Namie Amuro Song)?,compositional
2309,Where was the founder of magazine Executive Intelligence Review born?,compositional
2310,"Who lived longer, Daniel Agnew or Amanda Ruter Dufour?",comparison
2311,Where was the place of burial of Monika Von Habsburg's father?,compositional
2312,Where was the place of death of Gülnuş Sultan's husband?,compositional
2313,Where was the place of death of Meritaten's husband?,compositional
2314,Where was the place of death of the performer of song Say It Isn'T So (Irving Berlin Song)?,compositional
2315,Which country Abbhantripaja's father is from?,compositional
2316,What nationality is Sigismund Ii Augustus's mother?,compositional
2317,"Where was the place of death of Charles I, Margrave Of Baden-Baden's father?",compositional
2318,Why did the performer of song Ludlow Massacre (Song) die?,compositional
2319,Who is Sun Luyu's paternal grandfather?,inference
2320,Where was the place of death of Carl Gustaf Creutz's father?,compositional
2321,"Who is Henry De Beaumont, 5Th Earl Of Warwick's paternal grandmother?",inference
2322,"Who was born first, Meryl Swanson or Guy Auguste De Rohan-Chabot?",comparison
2323,"When is James Stanley, 10Th Earl Of Derby's father's birthday?",compositional
2324,Do both films Ryan'S Daughter and Beyond Rangoon have the directors that share the same nationality?,bridge_comparison
2325,"Where did Ulrich Ii, Count Of East Frisia's father die?",compositional
2326,"What is the place of birth of Rudolf Christian, Count Of East Frisia's father?",compositional
2327,"Who is Theobald Ii, Count Of Champagne's paternal grandfather?",inference
2328,"Who is Charlotte Lee, Countess Of Lichfield's paternal grandmother?",inference
2329,Where was the place of death of Beata Łaska Z Kościeleckich's father?,compositional
2330,"Where was the place of death of Jonathan Guinness, 3Rd Baron Moyne's mother?",compositional
2331,"Who is the paternal grandfather of Sir William Monson, 4Th Baronet?",inference
2332,Which country Ronald Dewolf's father is from?,compositional
2333,"What nationality is Margaret Stewart, Countess Of Angus's father?",compositional
2334,When was Britannicus's father born?,compositional
2335,"Who is Bertrand, Count Of Toulouse's child-in-law?",inference
2336,"Where was the place of death of Lambert I, Count Of Louvain's father?",compositional
2337,Where was the place of death of Dürrünev Kadın's husband?,compositional
2338,"Which film was released more recently, Far And Away or Lahiri Lahiri Lahirilo?",comparison
2339,Where was the place of death of the performer of song De Contrabando?,compositional
2340,Where was the place of death of Butch Harmon's father?,compositional
2341,Who is the paternal grandfather of King Ping Of Chu?,inference
2342,"Who is the maternal grandfather of Eustace Iii, Count Of Boulogne?",inference
2343,"Which film has the director died first, Another Man'S Poison or Mayabazar?",bridge_comparison
2344,Which country Dowager Noble Consort Wan's husband is from?,compositional
2345,"When did Charles Ritchie Russell, Baron Russell Of Killowen's father die?",compositional
2346,Where did M. K. Muthu's father die?,compositional
2347,Where did Antónia Zichy's husband die?,compositional
2348,"Which film has the director born later, Cheerleader Camp or Professor Marston And The Wonder Women?",bridge_comparison
2349,Are both directors of films The Little Napoleon and Black Gravel from the same country?,bridge_comparison
2350,Who is the maternal grandfather of Guigues Vii Of Viennois?,inference
2351,What is the date of death of Georg Von Habsburg's father?,compositional
2352,Where did Francis W. Rockwell's father study?,compositional
2353,Where was the father of Joan Of Acre born?,compositional
2354,"Where was the place of burial of John De Ferrers, 1St Baron Ferrers Of Chartley's father?",compositional
2355,"Which film came out first, Peruchazhi or The Convict From Istanbul?",comparison
2356,"Who is the paternal grandfather of Joan Of Bar, Countess Of Surrey?",inference
2357,Where did Sarah Scullin's husband graduate from?,compositional
2358,When is Flavius Justus's father's birthday?,compositional
2359,"Which film was released more recently, Morchha or The Thing About My Folks?",comparison
2360,Where did Ulysses S. Grant Jr.'s father graduate from?,compositional
2361,What nationality is Elise Doganieri's husband?,compositional
2362,Where did Meketaten's mother die?,compositional
2363,"When did John Brabazon, 10Th Earl Of Meath's father die?",compositional
2364,"Which film whose director was born first, Sechs Schwedinnen Im Pensionat or The Hawks And The Sparrows?",bridge_comparison
2365,When did Anita De Braganza's husband die?,compositional
2366,Where did Crow Foot's father die?,compositional
2367,Are the directors of both films Won In The Clouds and I Died A Thousand Times from the same country?,bridge_comparison
2368,Who is the paternal grandfather of George De Salis?,inference
2369,"Which film has the director died earlier, Kalos Ilthe To Dollario or Our Mother'S House?",bridge_comparison
2370,"Which film was released more recently, Tom At The Farm or Tunisian Victory?",comparison
2371,Who is Judith Of Poland's paternal grandfather?,inference
2372,"Who is the paternal grandfather of Hugh Montgomerie, 7Th Earl Of Eglinton?",inference
2373,"Who is the paternal grandmother of Arthur Gore, 1St Earl Of Arran?",inference
2374,Where did Margaret Of Bar's father die?,compositional
2375,Where was the place of death of Junia Tertia's husband?,compositional
2376,When is the founder of Suez Canal Company 's birthday?,compositional
2377,Are Blurt (Magazine) and Maui Nō Ka ʻOi Magazine from the same country?,comparison
2378,Who is Karl Von Habsburg's paternal grandmother?,inference
2379,"Which film was released first, It Chapter Two or Under Siege 2: Dark Territory?",comparison
2380,Where was the place of death of the director of film It'S No Laughing Matter?,compositional
2381,When did Mildred Barnes Bliss's father die?,compositional
2382,Who is the father-in-law of Chiang Fang-Liang?,inference
2383,"Who was born earlier, Jesse Petty or Cornelis Evertsen The Younger?",comparison
2384,Why did Jane Pierce's husband die?,compositional
2385,"Who was born later, Marie Rennotte or Samuel Danks Waddy?",comparison
2386,When did Thomson Mason (1759–1820)'s father die?,compositional
2387,Where was the place of death of Henry Of Groitzsch's father?,compositional
2388,What nationality is Heather Jansch's husband?,compositional
2389,What is the place of birth of the performer of song You Can'T Get There From Here?,compositional
2390,"Which film has the director born first, Leave It To Henry or The Last Night Of Scheherazade?",bridge_comparison
2391,Where was the place of death of Spencer Gibb's father?,compositional
2392,Where was the performer of song Serbia In The Eurovision Song Contest 2015 born?,compositional
2393,Who is the maternal grandmother of Otto Von Habsburg?,inference
2394,Where was the place of death of Thomas E. Noell's father?,compositional
2395,What is the place of birth of the performer of song Ain'T Got No Home (Woody Guthrie Song)?,compositional
2396,Where was the place of death of Hachiun's father?,compositional
2397,When was the performer of song I'Ll Be A Bachelor 'Til I Die born?,compositional
2398,"Who is the paternal grandmother of Mervyn Tuchet, 4Th Earl Of Castlehaven?",inference
2399,"Which one was established first, Presto Casting Company or Wd Scott?",comparison
2400,What nationality is Sonni Baru's father?,compositional
2401,Where was the director of film The Hobbit: An Unexpected Journey born?,compositional
2402,Where was the place of death of the director of film The Chambermaid On The Titanic?,compositional
2403,When did the director of film Is It Easy To Be Young? die?,compositional
2404,Where did the director of film Bridge Over The Elbe die?,compositional
2405,Where was the place of death of Shin Hpa Of Pagan's husband?,compositional
2406,Where was the place of death of Anna Bergman's father?,compositional
2407,What is the place of birth of the performer of song Man Of Sorrows (Bruce Dickinson Song)?,compositional
2408,Where was the place of burial of Ælfwine Of Deira's father?,compositional
2409,Where was the place of death of Thado Hsinhtein Of Tagaung's wife?,compositional
2410,When did the composer of song On A Clear Day (You Can See Forever) die?,compositional
2411,"Which film was released earlier, The Open House or Sons Of Ingmar?",comparison
2412,"Do both films, The Russians Are Coming, The Russians Are Coming and Our Loved Ones, have the directors who are from the same country?",bridge_comparison
2413,What is the place of birth of Kaarin Fairfax's husband?,compositional
2414,"Where was the place of burial of Bertha, Queen Of Italy's husband?",compositional
2415,"Who is James Lyon, 7Th Earl Of Strathmore And Kinghorne's paternal grandfather?",inference
2416,Where was the place of death of Naïma Ben Ali's husband?,compositional
2417,Where was the place of death of Duchess Mathilde Ludovika In Bavaria's mother?,compositional
2418,Are both directors of films Broadcast News (Film) and The Teahouse (Film) from the same country?,bridge_comparison
2419,"Where was the place of death of Gregory Cromwell, 1St Baron Cromwell's father?",compositional
2420,Where was the father of Fidel Castro Díaz-Balart born?,compositional
2421,Who is Infanta Maria Francisca Of Braganza's paternal grandfather?,inference
2422,Are both Inter (Band) and The Bell Notes from the same country?,comparison
2423,Do both directors of films The Measure Of All Things and The Time Of Your Life (Film) share the same nationality?,bridge_comparison
2424,"Which film has the director who was born earlier, A Sportsman'S Wife or Michael Madana Kama Rajan?",bridge_comparison
2425,Where was the performer of song Xo (Song) born?,compositional
2426,Who is Antiochus Iii Of Commagene's maternal grandfather?,inference
2427,"Are the movies The Case Of The Black Parrot and Ford V Ferrari, from the same country?",comparison
2428,"Who is Charles Beauclerk, 1St Duke Of St Albans's stepmother?",inference
2429,Where was the place of death of Chulabhorn's father?,compositional
2430,What nationality is Phintys's father?,compositional
2431,"Which film has the director who is older, A Better Tomorrow Iii: Love & Death In Saigon or Har Dil Jo Pyar Karega?",bridge_comparison
